zone_desc,zone_link,colour
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
"To protect, provide and improve residential amenities.",http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
